iter,theta_naive,theta_dml_of,theta_dml_cf
0,0.32486088986984574,-0.07156291209771458,0.4664192515302819
1,0.3414705784111763,-0.07725722879892763,0.5051847416390838
2,0.3503859145178126,0.04654240477037082,0.5140876849165997
3,0.4158813469929275,0.04718960310715451,0.5365653906044163
4,0.4297380006441641,0.05662273490892606,0.544647583532682
5,0.3720570047833837,0.03920869739780987,0.4718292868304299
6,0.37725292286683604,0.03057085860752742,0.48162016685954484
7,0.3562502411778503,0.09584561991269101,0.5009227625949564
8,0.336338490418123,0.04209282109018649,0.5230133094640547
9,0.2897210877890089,-0.02048241857492489,0.45314875181161945
10,0.32069048875261513,-0.07748169101811575,0.4398299481719199
11,0.39896051304889674,-0.0002733906035059678,0.5193306207199466
12,0.3614644648941788,-0.0416229678273653,0.521586013472774
13,0.2906687197946824,0.014867270449906064,0.4788977662475918
14,0.37466826409704873,-0.0005423914983082946,0.49020514862753345
15,0.3424384931424886,0.0474755393426611,0.5269948219162716
16,0.2885704575772363,-0.056581725256355644,0.47441272040137816
17,0.35384670778901056,-0.02792985032010557,0.5374421498525521
18,0.3041116411021246,0.04549347385094965,0.5016672861839119
19,0.26103853795574516,0.013923289467920917,0.43007978312813994
20,0.3324637585507009,0.023403709469545158,0.5150276277248433
21,0.37322593050836295,0.08316393420846077,0.5349479025259837
22,0.2790887998439573,0.05299748875166416,0.5047422094802605
23,0.33267460017643685,0.08906151524210396,0.48782129373890304
24,0.32578258212826827,-0.0218692979618437,0.5086252193112291
25,0.301261319657343,-0.00929324107518027,0.4567666622782087
26,0.30942880881731655,0.049699905352568144,0.5497989312566213
27,0.36882568083666184,-0.00477464529610024,0.5076158289495806
28,0.37360791034335744,0.006552885657507066,0.5224630659923437
29,0.3622821623195308,0.03026321575164498,0.5451424144871275
30,0.25181476721712903,0.026701809900485842,0.4674463676765267
31,0.3509257819202114,0.04340112640416658,0.4718624142078978
32,0.3687805441762186,0.026181485568573155,0.4826305817631737
33,0.27700737965058364,0.052135441331305946,0.5044077393627834
34,0.35776026026778096,0.0004643518408345048,0.48310677989733974
35,0.29786590826089354,0.027741735659987922,0.5125400739953888
36,0.31528583474158817,0.027825994490310046,0.5256965421488252
37,0.24596923062512688,-0.03600768419212129,0.4705697300465368
38,0.3089010820756353,-0.025364793844803748,0.5126963981610739
39,0.3691545683627483,0.018219178342283426,0.4989479739528764
40,0.322426829284178,0.03854458562523467,0.4712939337778353
41,0.3873746879873824,0.01748951001665188,0.5361870133593175
42,0.3521193117206509,0.02926569491308473,0.552927953638552
43,0.3987263070743188,-0.010378535004941597,0.5614400858102893
44,0.4448547521861165,0.02306607897031002,0.559661344285599
45,0.2973749245149325,0.016887014712289584,0.5207170944280557
46,0.2874691420711404,-0.02869506725205319,0.510607323889045
47,0.3010548217430175,0.012823569822888608,0.5046061149218792
48,0.3825979308925537,0.003488895922910619,0.5453626079922027
49,0.36454240154103235,-0.024003783612462404,0.5560140237480848
50,0.2885316011337078,0.03061370963250351,0.5019673608190628
51,0.32674686267248493,-0.02037158761131361,0.5292717214491217
52,0.38791331138656454,1.892926849162867e-05,0.5149727130934978
53,0.3520255395222141,0.07087607363463114,0.46926452780764194
54,0.24917833424789734,0.024978606511646708,0.46891586112009437
55,0.3587863161958946,-0.03430609780516141,0.48704111809902745
56,0.3481736214414709,0.004601716108035625,0.4745727249985075
57,0.32600420565031035,0.03226523701664054,0.48945921583588303
58,0.2957694332831255,-0.0036210900456471384,0.5322702770249331
59,0.28403483046810185,-0.0016686855687134095,0.4572909704913627
60,0.35041392028682344,0.04569136488518016,0.44171949467291705
61,0.2751825609693575,0.07070390716994457,0.45755645719672655
62,0.3194588832834978,0.051828833332476634,0.4926764144913388
63,0.3130767328205527,0.04330670023651815,0.4843077581823713
64,0.36513383519366444,-0.017605419008176037,0.5150210288476823
65,0.3768296078881996,-0.04169119424972018,0.5385136200681487
66,0.39705691581804825,-0.040742144219167296,0.5127229091773927
67,0.3475491311287374,-0.013455421182145762,0.5231370044452235
68,0.37175038458492554,0.009077087645404065,0.5477337011936835
69,0.341525178356332,0.026543178719309002,0.4981543579642155
70,0.3094976847472241,0.0722417636148171,0.49373150235972246
71,0.40106340163422566,-0.02497191111777383,0.5275195766764668
72,0.3099235157546307,0.06303573535857114,0.49165827348823044
73,0.338808095556542,0.029087650666356563,0.48020645444270943
74,0.3057569873915976,0.024435013740219374,0.5430748478592693
75,0.28875841323199586,-0.03270805352109791,0.4927019885210338
76,0.33921520975365954,-0.08890023267623105,0.5146449063583909
77,0.3451769469758519,0.004960190697675937,0.5147383355952665
78,0.32045742096830343,-0.007514773884196455,0.5354723063351834
79,0.3174642084146818,-0.009746193899377397,0.45852045489830645
